County,Office,Candidate,Party,District,Votes
,County Recorder,RUSSELL G. LLOYD JR.,Republican,Vanderburgh,43241
,County Recorder,Sandy Stepro,Republican,Harrison,14990
,County Recorder,Sarah M Helton,Republican,Scott,6279
,County Recorder,Sheila J Getz,Republican,LaGrange,8388
,County Recorder,Sheri Crandall,Republican,Martin,3922
,County Recorder,Susan Maesch,Republican,Clay,9518
,County Recorder,Thomas R Krueckeberg,Republican,Adams,11172
,County Treasurer,Amy L. Tolbert,Democratic,Vermillion,2620
,County Treasurer,Barbara Lawrence,Democratic,Marion,219202
,County Treasurer,Bryan M Bertoline,Democratic,Howard,11459
,County Treasurer,Catherine (Cathy) Smith,Democratic,Monroe,38874
,County Treasurer,Joie Winski,Democratic,LaPorte,21188
,County Treasurer,Kelli R Slaughterback,Democratic,Crawford,2218
,County Treasurer,LAURA SHURR BLANEY,Democratic,Porter,39101
,County Treasurer,MARY BETH WISNIEWSKI,Democratic,St. Joseph,54617
,County Treasurer,Missy  Applegate,Democratic,Scott,4323
,County Treasurer,SCOTT MCELHANEY,Democratic,Huntington,4256
,County Treasurer,TONA J. BEAN ,Democratic,Vigo,15877
,County Treasurer,VICKIE TENCER,Democratic,Floyd,16308
,County Treasurer,Amanda (Light) Leas,Republican,Blackford,4092
,County Treasurer,Andy Vasquez Bond,Republican,Brown,6608
,County Treasurer,April R Legare,Republican,Grant,18754
,County Treasurer,Barbara Ann Nydegger,Republican,White,9246
,County Treasurer,Beth Fields,Republican,Wayne,19710
,County Treasurer,Bradley (Brad) Polk,Republican,Delaware,32722
,County Treasurer,Brenda Hegel,Republican,Wabash,11167
,County Treasurer,BRENDA S. HAMILTON,Republican,Huntington,12514
,County Treasurer,BRIAN A. GERTH,Republican,Vanderburgh,53017
,County Treasurer,Cendy L Joslin,Republican,Knox,12290
,County Treasurer,Christie Branch,Republican,Howard,26140
,County Treasurer,Connie Brower,Republican,LaGrange,8630
,County Treasurer,Craig M. Greulich,Republican,Dubois,17334
,County Treasurer,Cynthia (Cindy) Chadwell,Republican,Elkhart,55476
,County Treasurer,Dan Barenie,Republican,LaPorte,24322
,County Treasurer,Dan Bastin,Republican,Morgan,27460
,County Treasurer,Daphne L Slusher,Republican,Cass,11466
,County Treasurer,Dawn Mayhood,Republican,Hendricks,57408
,County Treasurer,Diane Hoeing Wenning,Republican,Decatur,10216
,County Treasurer,Edgar B. Ed Dyer,Republican,Adams,11021
,County Treasurer,ELAINE JONES,Republican,Spencer,8500
,County Treasurer,Gina Brettnacher,Republican,Clinton,9805
,County Treasurer,H. Yvette Emmich,Republican,Switzerland,3452
,County Treasurer,Hayley M Hatfield,Republican,Dearborn,24110
,County Treasurer,Jamie K Chapman,Republican,Daviess,9832
,County Treasurer,Jane Klemme,Republican,Hancock,34257
,County Treasurer,Jenni Swartz,Republican,Newton,5385
,County Treasurer,JENNIFER J DAVIS,Republican,Crawford,2684
,County Treasurer,Jennifer L Utter,Republican,Fulton,7485
,County Treasurer,Jennifer Umbarger Peebles,Republican,Vermillion,4251
,County Treasurer,JIMMY (JIM) ALBARRAN,Republican,Porter,45359
,County Treasurer,Jolene Beneker,Republican,Franklin,9651
,County Treasurer,Jonelle Foreman,Republican,Jay,6523
,County Treasurer,Joni Humbarger,Republican,DeKalb,15576
,County Treasurer,JOSIE SWALLS-THOMPSON,Republican,Vigo,23756
,County Treasurer,Karrie Minor,Republican,Putnam,13164
,County Treasurer,KATHY S HOHENSTREITER,Republican,Jackson,16115
,County Treasurer,Kay Gatton,Republican,Whitley,14050
,County Treasurer,Kelly Graham,Republican,Starke,7863
,County Treasurer,KIM SHORTER,Republican,Parke,5535
,County Treasurer,Kimberly (Kim) Hamilton,Republican,Johnson,57453
,County Treasurer,Kira Bailiff,Republican,Warren,3866
,County Treasurer,Laura Wheeler,Republican,Pulaski,4485
,County Treasurer,LEANN DUNHAM BOOTS,Republican,Steuben,12916
,County Treasurer,Lisa Vestal,Republican,Ripley,12472
,County Treasurer,Mary Eckelbarger Brown,Republican,Miami,11131
,County Treasurer,Meghan Crowley Hoskins,Republican,Jefferson,10716
,County Treasurer,Melinda S Smith,Republican,Ohio,2500
,County Treasurer,MICHAEL ROSE,Republican,St. Joseph,53161
,County Treasurer,Michelle L Puckett,Republican,Kosciusko,28769
,County Treasurer,Nancy J. Coats,Republican,Washington,10343
,County Treasurer,Niccole  Mcginnis,Republican,Benton,3470
,County Treasurer,Nicole K. (Nikki) Baldwin,Republican,Boone,29005
,County Treasurer,Pam Gregory,Republican,Wells,11587
,County Treasurer,Penny L Cobb,Republican,Lawrence,17035
,County Treasurer,Randy Wandell,Republican,Marion,130111
,County Treasurer,Rhonda Sanders,Republican,Martin,3987
,County Treasurer,Rob Tomlinson,Republican,Noble,14780
,County Treasurer,Ryan Gabbard,Republican,Scott,5365
,County Treasurer,Samantha Chenery,Republican,Allen,106621
,County Treasurer,Samantha R Mahan,Republican,Greene,11514
,County Treasurer,Sandra L Dodson,Republican,Marshall,14874
,County Treasurer,Sarah N Merida,Republican,Fayette,7807
,County Treasurer,Shelley Hammack,Republican,Orange,7132
,County Treasurer,STEPHANIE GOODMAN,Republican,Sullivan,7087
,County Treasurer,STEVE BURKS,Republican,Floyd,23926
,County Treasurer,Susan (Wheeler) Brittain,Republican,Pike,4955
,County Treasurer,Susan Byer,Republican,Hamilton,128927
,County Treasurer,Susan N Spaeth,Republican,Rush,6438
,County Treasurer,Tabitha Heilman,Republican,Warrick,24696
,County Treasurer,Tammy Davis Hartman,Republican,Union,3061
,County Treasurer,Tammy McEwan,Republican,Jasper,12845
,County Treasurer,Tiffany Grubb-Wells,Republican,Fountain,6925
,County Treasurer,Tina Belding Brison,Republican,Jennings,9608
,County Treasurer,Vicki Peerman,Republican,Posey,11003
,County Treasurer,Yadira Salazar ,Republican,Tippecanoe,45729
,County Coroner,Alfarena (Alfie) McGinty,Democratic,Marion,263764
,County Coroner,Amy M Culwell,Democratic,Floyd,19005
,County Coroner,Andrew Roberts,Democratic,Allen,59975
,County Coroner,Clay N Mack,Democratic,Vermillion,3153
,County Coroner,Dale R Roll,Democratic,Crawford,1579
,County Coroner,DAVID J PASTRICK,Democratic,Lake,112072
,County Coroner,JANIE MYERS,Democratic,Vigo,18366
,County Coroner,Jeffery (Jeff) Hall,Democratic,Monroe,39003
,County Coroner,KEITH MOSBY JR. ,Democratic,Vanderburgh,31911
,County Coroner,KEVIN G. MURRAY,Democratic,Huntington,3569
,County Coroner,Kirbie Young,Democratic,Hancock,13910
,County Coroner,Mark P. Baker,Democratic,LaPorte,18440
,County Coroner,MICHAEL J MCGANN,Democratic,St. Joseph,51052
,County Coroner,Robert E Glazebrooks II,Democratic,Madison,19587
,County Coroner,Scott Medd,Democratic,Rush,4049
,County Coroner,Sheila Sturgeon,Democratic,Fayette,2122
,County Coroner,Tom Wallace,Democratic,Morgan,7165
,County Coroner,Brad Wyatt,Independent,Noble,3647
,County Coroner,Benjamin Milanowski,Libertarian,Tippecanoe,11603
,County Coroner,Aaron M Scott,Republican,Clark,41780
,County Coroner,Adam Matson,Republican,Madison,35030
,County Coroner,Alden Wade Rudicel,Republican,Jennings,10053
,County Coroner,Alissa (Salee) Enright,Republican,Warrick,24839
,County Coroner,Allison M Howell,Republican,Crawford,3278
,County Coroner,Andrew Delano,Republican,Lake,87310
,County Coroner,Andrew R Boersma,Republican,Jasper,12922
,County Coroner,Barrett W. Doyle,Republican,Gibson,12913
,County Coroner,Benjiman C. Farris,Republican,Orange,7169
,County Coroner,Brayden Fields,Republican,Jay,6689
,County Coroner,Brian Clark,Republican,Henry,17933
,County Coroner,BRYAN UNDERWOOD,Republican,Vanderburgh,39922
,County Coroner,Bryton Richey,Republican,Scott,7716
,County Coroner,Cameron McCreary,Republican,Dearborn,24207
,County Coroner,Carrie Costello,Republican,Tippecanoe,41588
,County Coroner,CHRISTY MCCAMMON,Republican,Sullivan,6990
,County Coroner,Cliff Thomas,Republican,Wells,11748
,County Coroner,Daniel M (Dan) Chubb,Republican,Hendricks,57287
,County Coroner,Darin Edward James,Republican,Randolph,8371
,County Coroner,David E Granger,Republican,Howard,31403
,County Coroner,David Pitstick,Republican,Benton,3527
,County Coroner,Edward (Ed) Cripe,Republican,Clinton,10074
,County Coroner,Elizabeth J Freeman-Cammack,Republican,Lawrence,16951
,County Coroner,G Dean Byers,Republican,Marshall,15721
,County Coroner,George L Franklin Jr.,Republican,Cass,11288
,County Coroner,Jason Bailey,Republican,Ripley,12417
,County Coroner,Jeremy R Hoover,Republican,LaGrange,8643
,County Coroner,Jeremy R. McKim,Republican,Harrison,16560
,County Coroner,Joe J Millspaugh,Republican,Knox,12084
,County Coroner,Joe M. Spilman,Republican,Switzerland,3513
,County Coroner,Jon Brandenberger,Republican,Allen,94835
,County Coroner,Jon D Good,Republican,Fulton,7592
,County Coroner,Joshua Daniel Webb,Republican,Jefferson,10744
,County Coroner,Justin R Sparks,Republican,Boone,28630
,County Coroner,Katie M. Schuck,Republican,Dubois,17400
,County Coroner,Kayla A Holt,Republican,Fountain,6898
,County Coroner,Ken Brown,Republican,Wabash,11169
,County Coroner,Kristin Enoch,Republican,Carroll,8452
,County Coroner,Lexi Gass,Republican,Clay,9943
,County Coroner,Lisa S Strebig,Republican,Noble,13175
,County Coroner,Lynn Swanson,Republican,LaPorte,27096
,County Coroner,MATTHEW TOMLIN,Republican,Floyd,21387
,County Coroner,Mervin D Miller,Republican,Elkhart,55877
,County Coroner,Michael D. Pruitt,Republican,Johnson,56332
,County Coroner,Mike Ellis,Republican,Morgan,26504
,County Coroner,Monica Fennig,Republican,Adams,11135
,County Coroner,N. Eddie Richardson,Republican,Fayette,7126
,County Coroner,Nicholas H Henson,Republican,Pike,5148
,County Coroner,PATRICIA JORDAN,Republican,St. Joseph,57006
,County Coroner,PAUL FOSTER,Republican,Jackson,16009
,County Coroner,PHILIP S. ZAHM,Republican,Huntington,13450
,County Coroner,R Brent Meadows,Republican,Wayne,19516
,County Coroner,Robert E Leavitt II,Republican,Union,3012
,County Coroner,Robert L. Nichols,Republican,Tipton,6558
,County Coroner,RODNEY W SNYDER,Republican,Steuben,12986
,County Coroner,Rudolph A Nylund III,Republican,Hancock,28433
,County Coroner,Scott A Mccord,Republican,Newton,5415
,County Coroner,Scott Smith,Republican,Whitley,14211
,County Coroner,Shawnda Keltner,Republican,Washington,10367
,County Coroner,STEVE GRESSMIRE,Republican,Montgomery,13770
,County Coroner,Todd Young,Republican,Vermillion,3879
,County Coroner,Todd Zeiner,Republican,Putnam,13207
,County Coroner,Tom Barrett,Republican,Bartholomew,25671
,County Coroner,Tony Abel,Republican,Martin,3950
,County Coroner,TRAVIS NORRIS ,Republican,Vigo,21476
,County Coroner,Tyler Counsil,Republican,Daviess,9665
,County Coroner,Tyler Huffer,Republican,Kosciusko,28919
,County Surveyor,Anthony Charles (Tony) Hendricks,Democratic,LaPorte,21345
,County Surveyor,BILL EMERSON JR,Democratic,Lake,126659
,County Surveyor,David Kimberly Harden,Democratic,Brown,3511
,County Surveyor,Debra S Jenkins,Democratic,Marion,263023
,County Surveyor,ED FISHER,Democratic,St. Joseph,54203
,County Surveyor,Howard Hughes,Democratic,Franklin,1967
,County Surveyor,KEVIN D. BREITZKE,Democratic,Porter,65711
,County Surveyor,Thomas Schouten,Democratic,Starke,2497
,County Surveyor,Thomas William Davis,Democratic,Hamilton,78243
,County Surveyor,Trohn Enright-Randolph,Democratic,Monroe,38693
,County Surveyor,Wade Bowman,Democratic,Harrison,5516
,County Surveyor,Max J. Greene,Libertarian,Washington,1982
,County Surveyor,Adam M. Bigge,Republican,Posey,10875
,County Surveyor,Andrew P Scholle,Republican,Decatur,10291
,County Surveyor,Beau J Watkins,Republican,Newton,5218
,County Surveyor,Bob Gross,Republican,Carroll,8426
,County Surveyor,Bradley A Daniels,Republican,Jay,6799
,County Surveyor,BRIAN MCALLISTER,Republican,Switzerland,3488
,County Surveyor,Charles (Chad) Ebinger,Republican,Jennings,9612
,County Surveyor,Cheri Slee,Republican,Wabash,11171
,County Surveyor,CHERYL L. WATERMAN,Republican,Sullivan,6828
,County Surveyor,Corey D Allen,Republican,Lawrence,16814
,County Surveyor,Craig D Cultice,Republican,Marshall,15358
,County Surveyor,Dan Sheets,Republican,Clinton,9919
,County Surveyor,Dane Drew,Republican,Whitley,14040
,County Surveyor,DANIEL BLANN,Republican,Jackson,15881
,County Surveyor,David Lynch,Republican,Perry,6604
,County Surveyor,"Dennis Kraus, Jr",Republican,Dearborn,24266
,County Surveyor,Dennis Wilzbacher,Republican,Warrick,24619
,County Surveyor,DEREK D DIETER,Republican,St. Joseph,54375
,County Surveyor,Ed Strong,Republican,Greene,11358
,County Surveyor,Emily Rodman,Republican,Washington,9317
,County Surveyor,Gary Duncan ,Republican,Hamilton,104607
,County Surveyor,Glenn M Crawford,Republican,DeKalb,15107
,County Surveyor,Gordon E Moore,Republican,Wayne,19538
,County Surveyor,Gregory T Lake,Republican,Howard,31188
,County Surveyor,Gwen Rentz,Republican,Starke,7156
,County Surveyor,Harold L. Klinstiver,Republican,Harrison,14264
,County Surveyor,J. Gregory Cantwell,Republican,Johnson,55190
,County Surveyor,Jake Fitzsimmons,Republican,Bartholomew,26175
,County Surveyor,James R Moyer,Republican,Kosciusko,27813
,County Surveyor,Jarrod M Hahn,Republican,Wells,11659
,County Surveyor,JOHN G BRINKWORTH III,Republican,Floyd,29515
,County Surveyor,John Matwyshyn,Republican,LaPorte,23257
,County Surveyor,Josh J Ledonne,Republican,Cass,11459
,County Surveyor,Ken Kocinski,Republican,Madison,45074
,County Surveyor,Kenneth R. Brosmer,Republican,Dubois,17616
,County Surveyor,LINDA FREEMAN,Republican,Vanderburgh,52986
,County Surveyor,Mark A Gardner,Republican,Scott,7560
,County Surveyor,Marvin L Rees,Republican,Rush,6250
,County Surveyor,Michael R Fruchey,Republican,Allen,111221
,County Surveyor,Mike Pittman,Republican,Jefferson,10869
,County Surveyor,NATHAN DALE HOFFMAN,Republican,Martin,3930
,County Surveyor,Philip C Barker,Republican,Elkhart,55481
,County Surveyor,Phillip Shawn Gabhart,Republican,Daviess,9839
,County Surveyor,Randolph (Randy) Sexton,Republican,Noble,15116
,County Surveyor,Randy Haddock,Republican,Warren,3890
,County Surveyor,Raymond A Bair,Republican,Grant,18079
,County Surveyor,Reginald W Timberlake,Republican,Crawford,3733
,County Surveyor,Rich Williams,Republican,Pike,4993
,County Surveyor,Rob Seig,Republican,Franklin,9328
,County Surveyor,Ronald A Mack,Republican,Vermillion,5782
,County Surveyor,Scott A Martin,Republican,Gibson,12798
,County Surveyor,Stephen L Rust,Republican,Henry,17917
,County Surveyor,Terry Brock,Republican,Morgan,28153
,County Surveyor,Tim Allen,Republican,Brown,5171
,County Surveyor,Tom Borchers,Republican,Delaware,32030
,County Surveyor,TOM CUMMINS,Republican,Montgomery,13741
,County Surveyor,TYLER DAMING,Republican,Spencer,8472
,County Surveyor,Vernon W Maesch,Republican,Clay,9953
,County Surveyor,Zach Beasley,Republican,Tippecanoe,46350
,County Commissioner,Anthony A Walker,Democratic,Howard,12627
,County Commissioner,Ashley N Wright,Democratic,Delaware,18537
,County Commissioner,Barry M Edwards,Democratic,Union,863
,County Commissioner,Benjamin Ray Sharkey,Democratic,Marshall,5545
,County Commissioner,Betty L. Cash,Democratic,Perry,4184
,County Commissioner,Blake B Watson,Democratic,Jay,1590
,County Commissioner,Chele Heid,Democratic,Johnson,22542
,County Commissioner,COURTNEY INDIANA WEGER ,Democratic,Vigo,15151
,County Commissioner,CYNTHIA WEHR,Democratic,Huntington,5917
,County Commissioner,DAN L WHITTEN,Democratic,Porter,39439
,County Commissioner,DANE V. LAFATA,Democratic,Porter,35653
,County Commissioner,Darin Patrick Griesey,Democratic,White,2660
,County Commissioner,David H Norton,Democratic,Washington,2763
,County Commissioner,Dennis J Duncan,Democratic,Newton,1370
,County Commissioner,Donnie Richie,Democratic,Scott,3839
,County Commissioner,Doug Denton,Democratic,Pulaski,1714
,County Commissioner,Eric C Shotwell,Democratic,Hendricks,28581
,County Commissioner,ERIC GARBER,Democratic,Huntington,3821
,County Commissioner,Ernie L. Tuttle,Democratic,Washington,2935
,County Commissioner,Frederick L. Naegele,Democratic,Harrison,5368
,County Commissioner,Gary Ruf,Democratic,Fayette,2163
,County Commissioner,Glenn Bailey,Democratic,Franklin,1941
,County Commissioner,Greg J Qualters,Democratic,Crawford,1898
,County Commissioner,HOPE FUSSNER,Democratic,Vanderburgh,29817
,County Commissioner,Jay A Boeglin,Democratic,Pike,1262
,County Commissioner,Jeff Johnson,Democratic,Marshall,5202
